Notes,County,County Code,Year,Year Code,Deaths,Population,Crude Rate
,"Saline County, NE",31151.0,2020.0,2020.0,0.0,13987,0.00
,"Saline County, NE",31151.0,2021.0,2021.0,0.0,14192,0.00
,"Saline County, NE",31151.0,2022.0,2022.0,0.0,14116,0.00
,"Saline County, NE",31151.0,2023.0,2023.0,0.0,14555,0.00
,"Sarpy County, NE",31153.0,2018.0,2018.0,18.0,184459,9.76
,"Sarpy County, NE",31153.0,2019.0,2019.0,16.0,187196,8.55
,"Sarpy County, NE",31153.0,2020.0,2020.0,10.0,188856,5.30
,"Sarpy County, NE",31153.0,2021.0,2021.0,13.0,193418,6.72
,"Sarpy County, NE",31153.0,2022.0,2022.0,18.0,196553,9.16
,"Sarpy County, NE",31153.0,2023.0,2023.0,17.0,199886,8.50
,"Saunders County, NE",31155.0,2018.0,2018.0,0.0,21303,0.00
,"Saunders County, NE",31155.0,2019.0,2019.0,0.0,21578,0.00
,"Saunders County, NE",31155.0,2020.0,2020.0,0.0,21927,0.00
,"Saunders County, NE",31155.0,2021.0,2021.0,0.0,22787,0.00
,"Saunders County, NE",31155.0,2022.0,2022.0,0.0,23118,0.00
,"Saunders County, NE",31155.0,2023.0,2023.0,0.0,23463,0.00
,"Scotts Bluff County, NE",31157.0,2018.0,2018.0,0.0,35989,0.03
,"Scotts Bluff County, NE",31157.0,2019.0,2019.0,13.0,35618,0.04
,"Scotts Bluff County, NE",31157.0,2020.0,2020.0,10.0,35299,0.03
,"Scotts Bluff County, NE",31157.0,2021.0,2021.0,12.0,35745,0.03
,"Scotts Bluff County, NE",31157.0,2022.0,2022.0,11.0,35603,0.03
,"Scotts Bluff County, NE",31157.0,2023.0,2023.0,11.0,35699,0.03
,"Seward County, NE",31159.0,2018.0,2018.0,0.0,17318,0.00
,"Seward County, NE",31159.0,2019.0,2019.0,0.0,17284,0.00
,"Seward County, NE",31159.0,2020.0,2020.0,0.0,17186,0.00
,"Seward County, NE",31159.0,2021.0,2021.0,0.0,17603,0.00
,"Seward County, NE",31159.0,2022.0,2022.0,0.0,17692,0.00
,"Seward County, NE",31159.0,2023.0,2023.0,0.0,17671,0.00
,"Sheridan County, NE",31161.0,2018.0,2018.0,0.0,5190,0.00
,"Sheridan County, NE",31161.0,2019.0,2019.0,0.0,5246,0.00
,"Sheridan County, NE",31161.0,2020.0,2020.0,0.0,5150,0.00
,"Sheridan County, NE",31161.0,2021.0,2021.0,0.0,5095,0.00
,"Sheridan County, NE",31161.0,2022.0,2022.0,0.0,4996,0.00
,"Sheridan County, NE",31161.0,2023.0,2023.0,0.0,4928,0.00
,"Sherman County, NE",31163.0,2018.0,2018.0,0.0,3038,0.00
,"Sherman County, NE",31163.0,2019.0,2019.0,0.0,3001,0.00
,"Sherman County, NE",31163.0,2020.0,2020.0,0.0,2986,0.00
,"Sherman County, NE",31163.0,2021.0,2021.0,0.0,2964,0.00
,"Sherman County, NE",31163.0,2022.0,2022.0,0.0,2980,0.00
,"Sherman County, NE",31163.0,2023.0,2023.0,0.0,2983,0.00
,"Sioux County, NE",31165.0,2018.0,2018.0,0.0,1187,0.00
,"Sioux County, NE",31165.0,2019.0,2019.0,0.0,1166,0.00
,"Sioux County, NE",31165.0,2020.0,2020.0,0.0,1200,0.00
,"Sioux County, NE",31165.0,2021.0,2021.0,0.0,1143,0.00
,"Sioux County, NE",31165.0,2022.0,2022.0,0.0,1127,0.00
,"Sioux County, NE",31165.0,2023.0,2023.0,0.0,1154,0.00
,"Stanton County, NE",31167.0,2018.0,2018.0,0.0,5970,0.00
,"Stanton County, NE",31167.0,2019.0,2019.0,0.0,5920,0.00
,"Stanton County, NE",31167.0,2020.0,2020.0,0.0,5880,0.00
,"Stanton County, NE",31167.0,2021.0,2021.0,0.0,5816,0.00
,"Stanton County, NE",31167.0,2022.0,2022.0,0.0,5717,0.00
,"Stanton County, NE",31167.0,2023.0,2023.0,0.0,5856,0.00
,"Thayer County, NE",31169.0,2018.0,2018.0,0.0,5039,0.00
,"Thayer County, NE",31169.0,2019.0,2019.0,0.0,5003,0.00
,"Thayer County, NE",31169.0,2020.0,2020.0,0.0,4887,0.00
,"Thayer County, NE",31169.0,2021.0,2021.0,0.0,4913,0.00
,"Thayer County, NE",31169.0,2022.0,2022.0,0.0,4885,0.00
,"Thayer County, NE",31169.0,2023.0,2023.0,0.0,4829,0.00
,"Thomas County, NE",31171.0,2018.0,2018.0,0.0,720,0.00
,"Thomas County, NE",31171.0,2019.0,2019.0,0.0,722,0.00
,"Thomas County, NE",31171.0,2020.0,2020.0,0.0,739,0.00
,"Thomas County, NE",31171.0,2021.0,2021.0,0.0,673,0.00
,"Thomas County, NE",31171.0,2022.0,2022.0,0.0,671,0.00
,"Thomas County, NE",31171.0,2023.0,2023.0,0.0,677,0.00
,"Thurston County, NE",31173.0,2018.0,2018.0,0.0,7303,0.00
,"Thurston County, NE",31173.0,2019.0,2019.0,0.0,7224,0.00
,"Thurston County, NE",31173.0,2020.0,2020.0,0.0,7220,0.00
,"Thurston County, NE",31173.0,2021.0,2021.0,0.0,6620,0.00
,"Thurston County, NE",31173.0,2022.0,2022.0,0.0,6507,0.00
,"Thurston County, NE",31173.0,2023.0,2023.0,0.0,6557,0.00
,"Valley County, NE",31175.0,2018.0,2018.0,0.0,4190,0.00
,"Valley County, NE",31175.0,2019.0,2019.0,0.0,4158,0.00
,"Valley County, NE",31175.0,2020.0,2020.0,0.0,4103,0.00
,"Valley County, NE",31175.0,2021.0,2021.0,0.0,4066,0.00
,"Valley County, NE",31175.0,2022.0,2022.0,0.0,4073,0.00
,"Valley County, NE",31175.0,2023.0,2023.0,0.0,4012,0.00
,"Washington County, NE",31177.0,2018.0,2018.0,0.0,20667,0.00
,"Washington County, NE",31177.0,2019.0,2019.0,0.0,20729,0.00
,"Washington County, NE",31177.0,2020.0,2020.0,0.0,20901,0.00
,"Washington County, NE",31177.0,2021.0,2021.0,0.0,20969,0.00
,"Washington County, NE",31177.0,2022.0,2022.0,0.0,21167,0.00
,"Washington County, NE",31177.0,2023.0,2023.0,0.0,21152,0.00
,"Wayne County, NE",31179.0,2018.0,2018.0,0.0,9403,0.00
,"Wayne County, NE",31179.0,2019.0,2019.0,0.0,9385,0.00
,"Wayne County, NE",31179.0,2020.0,2020.0,0.0,9492,0.00
,"Wayne County, NE",31179.0,2021.0,2021.0,0.0,9784,0.00
,"Wayne County, NE",31179.0,2022.0,2022.0,0.0,9871,0.00
,"Wayne County, NE",31179.0,2023.0,2023.0,0.0,9874,0.00
,"Webster County, NE",31181.0,2018.0,2018.0,0.0,3533,0.00
,"Webster County, NE",31181.0,2019.0,2019.0,0.0,3487,0.00
,"Webster County, NE",31181.0,2020.0,2020.0,0.0,3419,0.00
,"Webster County, NE",31181.0,2021.0,2021.0,0.0,3411,0.00
,"Webster County, NE",31181.0,2022.0,2022.0,0.0,3336,0.00
,"Webster County, NE",31181.0,2023.0,2023.0,0.0,3351,0.00
,"Wheeler County, NE",31183.0,2018.0,2018.0,0.0,805,0.00
,"Wheeler County, NE",31183.0,2019.0,2019.0,0.0,783,0.00
,"Wheeler County, NE",31183.0,2020.0,2020.0,0.0,790,0.00
,"Wheeler County, NE",31183.0,2021.0,2021.0,0.0,795,0.00
,"Wheeler County, NE",31183.0,2022.0,2022.0,0.0,785,0.00
,"Wheeler County, NE",31183.0,2023.0,2023.0,0.0,775,0.00
,"York County, NE",31185.0,2018.0,2018.0,0.0,13772,0.00
,"York County, NE",31185.0,2019.0,2019.0,0.0,13679,0.00
,"York County, NE",31185.0,2020.0,2020.0,0.0,13511,0.00
,"York County, NE",31185.0,2021.0,2021.0,0.0,14244,0.00
,"York County, NE",31185.0,2022.0,2022.0,0.0,14354,0.00
,"York County, NE",31185.0,2023.0,2023.0,0.0,14356,0.00
,"Churchill County, NV",32001.0,2018.0,2018.0,294.0,24440,1.20
,"Churchill County, NV",32001.0,2019.0,2019.0,306.0,24909,1.23
,"Churchill County, NV",32001.0,2020.0,2020.0,548.0,25363,2.16
,"Churchill County, NV",32001.0,2021.0,2021.0,332.0,25723,1.29
,"Churchill County, NV",32001.0,2022.0,2022.0,378.0,25843,1.46
,"Churchill County, NV",32001.0,2023.0,2023.0,415.0,25803,1.61
,"Clark County, NV",32003.0,2018.0,2018.0,445.0,2231647,19.94
,"Clark County, NV",32003.0,2019.0,2019.0,421.0,2266715,18.57
,"Clark County, NV",32003.0,2020.0,2020.0,587.0,2315963,25.35
,"Clark County, NV",32003.0,2021.0,2021.0,655.0,2292476,28.57
,"Clark County, NV",32003.0,2022.0,2022.0,641.0,2322985,27.59
,"Clark County, NV",32003.0,2023.0,2023.0,875.0,2336573,37.45
,"Douglas County, NV",32005.0,2018.0,2018.0,16.0,48467,0.03
,"Douglas County, NV",32005.0,2019.0,2019.0,15.0,48905,0.03
,"Douglas County, NV",32005.0,2020.0,2020.0,0.0,49088,0.03
,"Douglas County, NV",32005.0,2021.0,2021.0,11.0,49870,0.02
,"Douglas County, NV",32005.0,2022.0,2022.0,12.0,49628,0.02
,"Douglas County, NV",32005.0,2023.0,2023.0,0.0,49545,0.02
,"Elko County, NV",32007.0,2018.0,2018.0,15.0,52460,0.03
,"Elko County, NV",32007.0,2019.0,2019.0,15.0,52778,0.03
,"Elko County, NV",32007.0,2020.0,2020.0,14.0,53006,0.03
,"Elko County, NV",32007.0,2021.0,2021.0,6.4,53915,11.85
,"Elko County, NV",32007.0,2022.0,2022.0,25.0,54046,46.26
,"Elko County, NV",32007.0,2023.0,2023.0,5.8,54293,10.74
,"Esmeralda County, NV",32009.0,2018.0,2018.0,0.0,826,0.00
,"Esmeralda County, NV",32009.0,2019.0,2019.0,0.0,873,0.00
,"Esmeralda County, NV",32009.0,2020.0,2020.0,0.0,886,0.00
,"Esmeralda County, NV",32009.0,2021.0,2021.0,0.0,743,0.00
,"Esmeralda County, NV",32009.0,2022.0,2022.0,0.0,744,0.00
,"Esmeralda County, NV",32009.0,2023.0,2023.0,0.0,736,0.00
,"Eureka County, NV",32011.0,2018.0,2018.0,0.0,2003,0.00
,"Eureka County, NV",32011.0,2019.0,2019.0,0.0,2029,0.00
,"Eureka County, NV",32011.0,2020.0,2020.0,0.0,2065,0.00
,"Eureka County, NV",32011.0,2021.0,2021.0,0.0,1903,0.00
,"Eureka County, NV",32011.0,2022.0,2022.0,0.0,1863,0.00
,"Eureka County, NV",32011.0,2023.0,2023.0,0.0,1917,0.00
,"Humboldt County, NV",32013.0,2018.0,2018.0,359.0,16786,2.14
,"Humboldt County, NV",32013.0,2019.0,2019.0,316.0,16831,1.88
,"Humboldt County, NV",32013.0,2020.0,2020.0,355.0,16962,2.09
,"Humboldt County, NV",32013.0,2021.0,2021.0,401.0,17648,2.27
,"Humboldt County, NV",32013.0,2022.0,2022.0,336.0,17272,1.95
,"Humboldt County, NV",32013.0,2023.0,2023.0,345.0,17136,2.01
,"Lander County, NV",32015.0,2018.0,2018.0,0.0,5575,0.00
,"Lander County, NV",32015.0,2019.0,2019.0,0.0,5532,0.00
,"Lander County, NV",32015.0,2020.0,2020.0,0.0,5514,0.00
,"Lander County, NV",32015.0,2021.0,2021.0,0.0,5798,0.00
,"Lander County, NV",32015.0,2022.0,2022.0,0.0,5766,0.00
,"Lander County, NV",32015.0,2023.0,2023.0,0.0,5769,0.00
,"Lincoln County, NV",32017.0,2018.0,2018.0,0.0,5201,0.00
,"Lincoln County, NV",32017.0,2019.0,2019.0,0.0,5183,0.00
,"Lincoln County, NV",32017.0,2020.0,2020.0,0.0,5159,0.00
,"Lincoln County, NV",32017.0,2021.0,2021.0,0.0,4525,0.00
,"Lincoln County, NV",32017.0,2022.0,2022.0,0.0,4482,0.00
,"Lincoln County, NV",32017.0,2023.0,2023.0,0.0,4452,0.00
,"Lyon County, NV",32019.0,2018.0,2018.0,17.0,55808,30.46
,"Lyon County, NV",32019.0,2019.0,2019.0,18.0,57510,31.30
,"Lyon County, NV",32019.0,2020.0,2020.0,11.0,58319,18.86
,"Lyon County, NV",32019.0,2021.0,2021.0,14.0,60903,22.99
,"Lyon County, NV",32019.0,2022.0,2022.0,18.0,61585,29.23
,"Lyon County, NV",32019.0,2023.0,2023.0,15.0,62583,23.97
,"Mineral County, NV",32021.0,2018.0,2018.0,0.0,4514,0.00
,"Mineral County, NV",32021.0,2019.0,2019.0,0.0,4505,0.00
,"Mineral County, NV",32021.0,2020.0,2020.0,0.0,4518,0.00
,"Mineral County, NV",32021.0,2021.0,2021.0,0.0,4586,0.00
,"Mineral County, NV",32021.0,2022.0,2022.0,0.0,4525,0.00
,"Mineral County, NV",32021.0,2023.0,2023.0,0.0,4528,0.00
,"Nye County, NV",32023.0,2018.0,2018.0,18.6,45346,40.91
,"Nye County, NV",32023.0,2019.0,2019.0,23.0,46523,0.05
,"Nye County, NV",32023.0,2020.0,2020.0,19.3,48054,40.12
,"Nye County, NV",32023.0,2021.0,2021.0,24.0,53450,44.90
,"Nye County, NV",32023.0,2022.0,2022.0,34.0,54738,62.11
,"Nye County, NV",32023.0,2023.0,2023.0,28.0,55720,50.25
,"Pershing County, NV",32027.0,2018.0,2018.0,0.0,6666,0.00
,"Pershing County, NV",32027.0,2019.0,2019.0,0.0,6725,0.00
,"Pershing County, NV",32027.0,2020.0,2020.0,0.0,6573,0.00
,"Pershing County, NV",32027.0,2021.0,2021.0,0.0,6741,0.00
,"Pershing County, NV",32027.0,2022.0,2022.0,0.0,6462,0.00
,"Pershing County, NV",32027.0,2023.0,2023.0,0.0,6364,0.00
,"Storey County, NV",32029.0,2018.0,2018.0,0.0,4029,0.00
,"Storey County, NV",32029.0,2019.0,2019.0,0.0,4123,0.00
,"Storey County, NV",32029.0,2020.0,2020.0,0.0,4207,0.00
,"Storey County, NV",32029.0,2021.0,2021.0,0.0,4143,0.00
,"Storey County, NV",32029.0,2022.0,2022.0,0.0,4170,0.00
,"Storey County, NV",32029.0,2023.0,2023.0,0.0,4177,0.00
,"Washoe County, NV",32031.0,2018.0,2018.0,97.0,465735,20.83
,"Washoe County, NV",32031.0,2019.0,2019.0,121.0,471519,25.66
,"Washoe County, NV",32031.0,2020.0,2020.0,158.0,477082,33.12
,"Washoe County, NV",32031.0,2021.0,2021.0,188.0,493392,38.10
,"Washoe County, NV",32031.0,2022.0,2022.0,206.0,496745,41.47
,"Washoe County, NV",32031.0,2023.0,2023.0,254.0,498022,51.00
,"White Pine County, NV",32033.0,2018.0,2018.0,0.0,9475,0.00
,"White Pine County, NV",32033.0,2019.0,2019.0,0.0,9580,0.00
,"White Pine County, NV",32033.0,2020.0,2020.0,0.0,9466,0.00
,"White Pine County, NV",32033.0,2021.0,2021.0,0.0,9182,0.00
,"White Pine County, NV",32033.0,2022.0,2022.0,0.0,8788,0.00
,"White Pine County, NV",32033.0,2023.0,2023.0,0.0,8522,0.00
,"Carson City, NV",32510.0,2018.0,2018.0,14.1,55414,25.52
,"Carson City, NV",32510.0,2019.0,2019.0,11.9,55916,21.36
,"Carson City, NV",32510.0,2020.0,2020.0,16.0,56034,0.03
,"Carson City, NV",32510.0,2021.0,2021.0,12.5,58993,21.17
,"Carson City, NV",32510.0,2022.0,2022.0,14.1,58130,24.26
,"Carson City, NV",32510.0,2023.0,2023.0,27.0,58036,46.52
,"Belknap County, NH",33001.0,2018.0,2018.0,26.0,61022,42.61
,"Belknap County, NH",33001.0,2019.0,2019.0,23.0,61303,37.52
,"Belknap County, NH",33001.0,2020.0,2020.0,23.3,61551,37.90
,"Belknap County, NH",33001.0,2021.0,2021.0,25.0,64460,38.78
,"Belknap County, NH",33001.0,2022.0,2022.0,24.9,64781,38.42
,"Belknap County, NH",33001.0,2023.0,2023.0,25.0,65027,38.45
,"Carroll County, NH",33003.0,2018.0,2018.0,12.0,48779,24.60
,"Carroll County, NH",33003.0,2019.0,2019.0,12.0,48910,24.53
,"Carroll County, NH",33003.0,2020.0,2020.0,10.0,49167,20.34
,"Carroll County, NH",33003.0,2021.0,2021.0,13.0,51500,25.24
,"Carroll County, NH",33003.0,2022.0,2022.0,18.0,52199,34.48
,"Carroll County, NH",33003.0,2023.0,2023.0,11.0,52448,20.97
,"Cheshire County, NH",33005.0,2018.0,2018.0,32.0,76493,41.83
,"Cheshire County, NH",33005.0,2019.0,2019.0,29.5,76085,38.72
,"Cheshire County, NH",33005.0,2020.0,2020.0,26.1,76228,34.28
,"Cheshire County, NH",33005.0,2021.0,2021.0,28.8,77329,37.21
,"Cheshire County, NH",33005.0,2022.0,2022.0,24.0,77350,31.03
,"Cheshire County, NH",33005.0,2023.0,2023.0,31.0,77703,39.90
,"Coos County, NH",33007.0,2018.0,2018.0,13.0,31589,0.04
,"Coos County, NH",33007.0,2019.0,2019.0,18.0,31563,0.06
,"Coos County, NH",33007.0,2020.0,2020.0,7.2,31174,23.15
,"Coos County, NH",33007.0,2021.0,2021.0,8.6,31289,27.49
,"Coos County, NH",33007.0,2022.0,2022.0,24.0,31504,76.18
,"Coos County, NH",33007.0,2023.0,2023.0,7.7,31372,24.55
,"Grafton County, NH",33009.0,2018.0,2018.0,19.7,89786,21.97
,"Grafton County, NH",33009.0,2019.0,2019.0,21.6,89886,24.08
,"Grafton County, NH",33009.0,2020.0,2020.0,17.9,90691,19.78
,"Grafton County, NH",33009.0,2021.0,2021.0,20.4,92201,22.12
,"Grafton County, NH",33009.0,2022.0,2022.0,20.0,91126,21.95
,"Grafton County, NH",33009.0,2023.0,2023.0,18.9,93146,20.34
,"Hillsborough County, NH",33011.0,2018.0,2018.0,158.0,415247,38.05
,"Hillsborough County, NH",33011.0,2019.0,2019.0,141.0,417025,33.81
,"Hillsborough County, NH",33011.0,2020.0,2020.0,131.0,418735,31.28
,"Hillsborough County, NH",33011.0,2021.0,2021.0,145.0,424079,34.19
,"Hillsborough County, NH",33011.0,2022.0,2022.0,184.0,426594,43.13
,"Hillsborough County, NH",33011.0,2023.0,2023.0,164.0,427354,38.38
,"Merrimack County, NH",33013.0,2018.0,2018.0,52.0,151132,34.41
,"Merrimack County, NH",33013.0,2019.0,2019.0,39.0,151391,25.76
,"Merrimack County, NH",33013.0,2020.0,2020.0,44.0,152622,28.83
,"Merrimack County, NH",33013.0,2021.0,2021.0,44.0,155238,28.34
,"Merrimack County, NH",33013.0,2022.0,2022.0,40.0,156020,25.64
,"Merrimack County, NH",33013.0,2023.0,2023.0,43.0,157103,27.37
,"Rockingham County, NH",33015.0,2018.0,2018.0,86.0,309176,27.82
,"Rockingham County, NH",33015.0,2019.0,2019.0,81.0,309769,26.15
,"Rockingham County, NH",33015.0,2020.0,2020.0,73.0,311307,23.45
,"Rockingham County, NH",33015.0,2021.0,2021.0,56.0,316947,17.67
,"Rockingham County, NH",33015.0,2022.0,2022.0,78.0,319424,24.42
,"Rockingham County, NH",33015.0,2023.0,2023.0,84.0,320689,26.19
,"Strafford County, NH",33017.0,2018.0,2018.0,47.0,130090,36.13
,"Strafford County, NH",33017.0,2019.0,2019.0,51.0,130633,39.04
,"Strafford County, NH",33017.0,2020.0,2020.0,49.0,131533,37.25
,"Strafford County, NH",33017.0,2021.0,2021.0,62.0,132416,46.82
,"Strafford County, NH",33017.0,2022.0,2022.0,55.0,132275,41.58
,"Strafford County, NH",33017.0,2023.0,2023.0,37.0,133243,27.77
,"Sullivan County, NH",33019.0,2018.0,2018.0,15.0,43144,0.03
,"Sullivan County, NH",33019.0,2019.0,2019.0,22.0,43146,0.05
,"Sullivan County, NH",33019.0,2020.0,2020.0,17.0,43267,0.04
,"Sullivan County, NH",33019.0,2021.0,2021.0,27.0,43533,62.02
,"Sullivan County, NH",33019.0,2022.0,2022.0,6.8,43958,15.44
,"Sullivan County, NH",33019.0,2023.0,2023.0,7.4,43969,16.78
,"Atlantic County, NJ",34001.0,2018.0,2018.0,154.0,265429,58.02
,"Atlantic County, NJ",34001.0,2019.0,2019.0,153.0,263670,58.03
,"Atlantic County, NJ",34001.0,2020.0,2020.0,163.0,262945,61.99
,"Atlantic County, NJ",34001.0,2021.0,2021.0,157.0,274966,57.10
,"Atlantic County, NJ",34001.0,2022.0,2022.0,199.0,275638,72.20
,"Atlantic County, NJ",34001.0,2023.0,2023.0,166.0,275213,60.32
,"Bergen County, NJ",34003.0,2018.0,2018.0,146.0,936692,15.59
,"Bergen County, NJ",34003.0,2019.0,2019.0,145.0,932202,15.55
,"Bergen County, NJ",34003.0,2020.0,2020.0,182.0,930394,19.56
,"Bergen County, NJ",34003.0,2021.0,2021.0,196.0,953819,20.55
,"Bergen County, NJ",34003.0,2022.0,2022.0,160.0,952997,16.79
,"Bergen County, NJ",34003.0,2023.0,2023.0,118.0,957736,12.32
,"Burlington County, NJ",34005.0,2018.0,2018.0,181.0,445384,40.64
,"Burlington County, NJ",34005.0,2019.0,2019.0,168.0,445349,37.72
,"Burlington County, NJ",34005.0,2020.0,2020.0,145.0,446596,32.47
,"Burlington County, NJ",34005.0,2021.0,2021.0,161.0,464269,34.68
,"Burlington County, NJ",34005.0,2022.0,2022.0,129.0,466103,27.68
,"Burlington County, NJ",34005.0,2023.0,2023.0,135.0,469167,28.77
,"Camden County, NJ",34007.0,2018.0,2018.0,293.0,507078,57.78
,"Camden County, NJ",34007.0,2019.0,2019.0,292.0,506471,57.65
,"Camden County, NJ",34007.0,2020.0,2020.0,271.0,506809,53.47
,"Camden County, NJ",34007.0,2021.0,2021.0,303.0,523771,57.85
,"Camden County, NJ",34007.0,2022.0,2022.0,335.0,524907,63.82
,"Camden County, NJ",34007.0,2023.0,2023.0,282.0,527196,53.49
,"Cape May County, NJ",34009.0,2018.0,2018.0,52.0,92560,56.18
,"Cape May County, NJ",34009.0,2019.0,2019.0,50.0,92039,54.32
,"Cape May County, NJ",34009.0,2020.0,2020.0,54.0,91546,58.99
,"Cape May County, NJ",34009.0,2021.0,2021.0,58.0,95661,60.63
,"Cape May County, NJ",34009.0,2022.0,2022.0,52.0,95634,54.37
,"Cape May County, NJ",34009.0,2023.0,2023.0,34.0,94610,35.94
,"Cumberland County, NJ",34011.0,2018.0,2018.0,107.0,150972,70.87
,"Cumberland County, NJ",34011.0,2019.0,2019.0,86.0,149527,57.51
,"Cumberland County, NJ",34011.0,2020.0,2020.0,77.0,147008,52.38
,"Cumberland County, NJ",34011.0,2021.0,2021.0,75.0,153627,48.82
,"Cumberland County, NJ",34011.0,2022.0,2022.0,84.0,151356,55.50
,"Cumberland County, NJ",34011.0,2023.0,2023.0,82.0,152326,53.83
,"Essex County, NJ",34013.0,2018.0,2018.0,288.0,799767,36.01
,"Essex County, NJ",34013.0,2019.0,2019.0,318.0,798975,39.80
,"Essex County, NJ",34013.0,2020.0,2020.0,303.0,800501,37.85
,"Essex County, NJ",34013.0,2021.0,2021.0,351.0,854917,41.06
,"Essex County, NJ",34013.0,2022.0,2022.0,435.0,849477,51.21
,"Essex County, NJ",34013.0,2023.0,2023.0,407.0,851117,47.82
,"Gloucester County, NJ",34015.0,2018.0,2018.0,156.0,291408,53.53
,"Gloucester County, NJ",34015.0,2019.0,2019.0,163.0,291636,55.89
,"Gloucester County, NJ",34015.0,2020.0,2020.0,144.0,293245,49.11
,"Gloucester County, NJ",34015.0,2021.0,2021.0,129.0,304477,42.37
,"Gloucester County, NJ",34015.0,2022.0,2022.0,116.0,306601,37.83
,"Gloucester County, NJ",34015.0,2023.0,2023.0,123.0,308423,39.88
,"Hudson County, NJ",34017.0,2018.0,2018.0,158.0,676061,23.37
,"Hudson County, NJ",34017.0,2019.0,2019.0,159.0,672391,23.65
,"Hudson County, NJ",34017.0,2020.0,2020.0,160.0,671666,23.82
,"Hudson County, NJ",34017.0,2021.0,2021.0,213.0,702463,30.32
,"Hudson County, NJ",34017.0,2022.0,2022.0,186.0,703366,26.44
,"Hudson County, NJ",34017.0,2023.0,2023.0,196.0,705472,27.78
,"Hunterdon County, NJ",34019.0,2018.0,2018.0,21.4,124714,17.15
,"Hunterdon County, NJ",34019.0,2019.0,2019.0,22.0,124371,17.66
,"Hunterdon County, NJ",34019.0,2020.0,2020.0,19.5,124797,15.65
,"Hunterdon County, NJ",34019.0,2021.0,2021.0,21.0,129924,16.16
,"Hunterdon County, NJ",34019.0,2022.0,2022.0,20.2,129777,15.54
,"Hunterdon County, NJ",34019.0,2023.0,2023.0,21.9,130183,16.81
,"Mercer County, NJ",34021.0,2018.0,2018.0,127.0,369811,34.34
,"Mercer County, NJ",34021.0,2019.0,2019.0,104.0,367430,28.30
,"Mercer County, NJ",34021.0,2020.0,2020.0,122.0,367239,33.22
,"Mercer County, NJ",34021.0,2021.0,2021.0,143.0,385898,37.06
,"Mercer County, NJ",34021.0,2022.0,2022.0,136.0,380688,35.72
,"Mercer County, NJ",34021.0,2023.0,2023.0,124.0,381671,32.49
,"Middlesex County, NJ",34023.0,2018.0,2018.0,190.0,829685,22.90
,"Middlesex County, NJ",34023.0,2019.0,2019.0,208.0,825062,25.21
,"Middlesex County, NJ",34023.0,2020.0,2020.0,214.0,822736,26.01
,"Middlesex County, NJ",34023.0,2021.0,2021.0,258.0,860807,29.97
,"Middlesex County, NJ",34023.0,2022.0,2022.0,209.0,861418,24.26
,"Middlesex County, NJ",34023.0,2023.0,2023.0,193.0,863623,22.35
,"Monmouth County, NJ",34025.0,2018.0,2018.0,221.0,621354,35.57
,"Monmouth County, NJ",34025.0,2019.0,2019.0,177.0,618795,28.60
,"Monmouth County, NJ",34025.0,2020.0,2020.0,173.0,618381,27.98
,"Monmouth County, NJ",34025.0,2021.0,2021.0,184.0,645354,28.51
,"Monmouth County, NJ",34025.0,2022.0,2022.0,161.0,644098,25.00
,"Monmouth County, NJ",34025.0,2023.0,2023.0,148.0,642799,23.02
,"Morris County, NJ",34027.0,2018.0,2018.0,90.0,494228,18.21
,"Morris County, NJ",34027.0,2019.0,2019.0,97.0,491845,19.72
,"Morris County, NJ",34027.0,2020.0,2020.0,93.0,491087,18.94
,"Morris County, NJ",34027.0,2021.0,2021.0,93.0,510981,18.20
,"Morris County, NJ",34027.0,2022.0,2022.0,78.0,511151,15.26
,"Morris County, NJ",34027.0,2023.0,2023.0,63.0,514423,12.25
,"Ocean County, NJ",34029.0,2018.0,2018.0,240.0,601651,39.89
,"Ocean County, NJ",34029.0,2019.0,2019.0,204.0,607186,33.60
,"Ocean County, NJ",34029.0,2020.0,2020.0,225.0,614237,36.63
,"Ocean County, NJ",34029.0,2021.0,2021.0,238.0,648998,36.67
,"Ocean County, NJ",34029.0,2022.0,2022.0,200.0,655735,30.50
,"Ocean County, NJ",34029.0,2023.0,2023.0,189.0,659197,28.67
,"Passaic County, NJ",34031.0,2018.0,2018.0,150.0,503310,29.80
,"Passaic County, NJ",34031.0,2019.0,2019.0,133.0,501826,26.50
,"Passaic County, NJ",34031.0,2020.0,2020.0,159.0,500382,31.78
,"Passaic County, NJ",34031.0,2021.0,2021.0,146.0,518117,28.18
,"Passaic County, NJ",34031.0,2022.0,2022.0,145.0,513936,28.21
,"Passaic County, NJ",34031.0,2023.0,2023.0,146.0,513395,28.44
,"Salem County, NJ",34033.0,2018.0,2018.0,45.0,62607,71.88
,"Salem County, NJ",34033.0,2019.0,2019.0,41.0,62385,65.72
,"Salem County, NJ",34033.0,2020.0,2020.0,36.0,62451,57.65
,"Salem County, NJ",34033.0,2021.0,2021.0,29.0,65046,44.58
,"Salem County, NJ",34033.0,2022.0,2022.0,27.0,65117,41.46
,"Salem County, NJ",34033.0,2023.0,2023.0,29.0,65338,44.38
,"Somerset County, NJ",34035.0,2018.0,2018.0,50.0,331164,15.10
,"Somerset County, NJ",34035.0,2019.0,2019.0,56.0,328934,17.02
,"Somerset County, NJ",34035.0,2020.0,2020.0,59.0,329331,17.92
,"Somerset County, NJ",34035.0,2021.0,2021.0,60.0,345647,17.36
